metro_fips,metro_name,county_fips,county_name,population,rank
10500,"Albany, GA",13095,"Dougherty County, Georgia",89703,379
41140,"St. Joseph, MO-KS",29021,"Buchanan County, Missouri",88460,380
13180,"Beaver Dam, WI",55027,"Dodge County, Wisconsin",87715,381
36700,"Orangeburg, SC",45075,"Orangeburg County, South Carolina",87687,382
31260,"Lufkin, TX",48005,"Angelina County, Texas",87322,383
46380,"Ukiah, CA",06045,"Mendocino County, California",87224,384
35260,"New Castle, PA",42073,"Lawrence County, Pennsylvania",86727,385
49020,"Winchester, VA-WV",51069,"Frederick County, Virginia",86415,386
24420,"Grants Pass, OR",41033,"Josephine County, Oregon",86251,387
49780,"Zanesville, OH",39119,"Muskingum County, Ohio",86131,388
38540,"Pocatello, ID",16005,"Bannock County, Idaho",85765,389
32740,"Meadville, PA",42039,"Crawford County, Pennsylvania",85665,390
11640,"Arecibo, PR",72013,"Arecibo Municipio, Puerto Rico",85390,391
46180,"Tupelo, MS",28081,"Lee County, Mississippi",85072,392
26860,"Indiana, PA",42063,"Indiana County, Pennsylvania",85032,393
37620,"Parkersburg-Vienna, WV",54107,"Wood County, West Virginia",84960,394
21300,"Elmira, NY",36015,"Chemung County, New York",84895,395
46300,"Twin Falls, ID",16083,"Twin Falls County, Idaho",84869,396
48020,"Watertown-Fort Atkinson, WI",55055,"Jefferson County, Wisconsin",84701,397
15260,"Brunswick, GA",13127,"Glynn County, Georgia",84470,398
33220,"Midland, MI",26111,"Midland County, Michigan",83355,399
36660,"Opelousas, LA",22097,"St. Landry Parish, Louisiana",83172,400
36020,"Oak Harbor, WA",53029,"Island County, Washington",82866,401
18980,"Cullman, AL",01043,"Cullman County, Alabama",82853,402
18020,"Columbus, IN",18005,"Bartholomew County, Indiana",82481,403
29020,"Kokomo, IN",18067,"Howard County, Indiana",82331,404
44660,"Stillwater, OK",40119,"Payne County, Oklahoma",81815,405
24500,"Great Falls, MT",30013,"Cascade County, Montana",81625,406
48980,"Wilson, NC",37195,"Wilson County, North Carolina",81435,407
11980,"Athens, TX",48213,"Henderson County, Texas",81070,408
38460,"Plattsburgh, NY",36019,"Clinton County, New York",80583,409
31340,"Lynchburg, VA",51680,"Lynchburg city, Virginia",80569,410
45180,"Talladega-Sylacauga, AL",01121,"Talladega County, Alabama",80387,411
16220,"Casper, WY",56025,"Natrona County, Wyoming",80333,412
25500,"Harrisonburg, VA",51165,"Rockingham County, Virginia",80284,413
20180,"DuBois, PA",42033,"Clearfield County, Pennsylvania",79908,414
31820,"Manitowoc, WI",55071,"Manitowoc County, Wisconsin",79185,415
47700,"Warsaw, IN",18085,"Kosciusko County, Indiana",79035,416
42620,"Searcy, AR",05145,"White County, Arkansas",78762,417
16020,"Cape Girardeau, MO-IL",29031,"Cape Girardeau County, Missouri",78491,418
16500,"Centralia, WA",53041,"Lewis County, Washington",78145,419
19180,"Danville, IL",17183,"Vermilion County, Illinois",77563,420
42860,"Seneca, SC",45073,"Oconee County, South Carolina",77528,421
18260,"Cookeville, TN",47141,"Putnam County, Tennessee",77447,422
12180,"Auburn, NY",36011,"Cayuga County, New York",77425,423
25840,"Hermiston-Pendleton, OR",41059,"Umatilla County, Oregon",77129,424
36460,"Olean, NY",36009,"Cattaraugus County, New York",77121,425
17060,"Chillicothe, OH",39141,"Ross County, Ohio",76948,426
27620,"Jefferson City, MO",29051,"Cole County, Missouri",76723,427
32940,"Meridian, MS",28075,"Lauderdale County, Mississippi",76279,428
48300,"Wenatchee, WA",53007,"Chelan County, Washington",76229,429
44340,"Statesboro, GA",13031,"Bulloch County, Georgia",76120,430
28300,"Keene, NH",33005,"Cheshire County, New Hampshire",76042,431
39020,"Portsmouth, OH",39145,"Scioto County, Ohio",76040,432
22300,"Findlay, OH",39063,"Hancock County, Ohio",75837,433
28580,"Key West, FL",12087,"Monroe County, Florida",75798,434
38820,"Port Angeles, WA",53009,"Clallam County, Washington",75392,435
13220,"Beckley, WV",54081,"Raleigh County, West Virginia",75252,436
32420,"Mayagüez, PR",72097,"Mayagüez Municipio, Puerto Rico",75232,437
25620,"Hattiesburg, MS",28035,"Forrest County, Mississippi",75224,438
44420,"Staunton-Waynesboro, VA",51015,"Augusta County, Virginia",75079,439
31740,"Manhattan, KS",20161,"Riley County, Kansas",75056,440
41780,"Sandusky, OH",39043,"Erie County, Ohio",74780,441
43740,"Somerset, PA",42111,"Somerset County, Pennsylvania",74361,442
37260,"Palatka, FL",12107,"Putnam County, Florida",73252,443
49220,"Wisconsin Rapids-Marshfield, WI",55141,"Wood County, Wisconsin",73112,444
10140,"Aberdeen, WA",53027,"Grays Harbor County, Washington",72779,445
23700,"Gallup, NM",35031,"McKinley County, New Mexico",72438,446
26660,"Huntsville, TX",48471,"Walker County, Texas",72321,447
43060,"Shawnee, OK",40125,"Pottawatomie County, Oklahoma",72154,448
34340,"Mount Airy, NC",37171,"Surry County, North Carolina",71971,449
28180,"Kapaa, HI",15007,"Kauai County, Hawaii",71769,450
40940,"Safford, AZ",04001,"Apache County, Arizona",71511,451
19060,"Cumberland, MD-WV",24001,"Allegany County, Maryland",71445,452
22840,"Fort Payne, AL",01049,"DeKalb County, Alabama",71310,453
34380,"Mount Pleasant, MI",26073,"Isabella County, Michigan",70688,454
44620,"Stevens Point, WI",55097,"Portage County, Wisconsin",70632,455
24640,"Greenfield Town, MA",25011,"Franklin County, Massachusetts",70577,456
24940,"Greenwood, SC",45047,"Greenwood County, South Carolina",70411,457
26020,"Hobbs, NM",35025,"Lea County, New Mexico",70277,458
24220,"Grand Forks, ND-MN",38035,"Grand Forks County, North Dakota",70224,459
29380,"Lake City, FL",12023,"Columbia County, Florida",69968,460
29300,"LaGrange, GA",13285,"Troup County, Georgia",69919,461
38220,"Pine Bluff, AR",05069,"Jefferson County, Arkansas",69282,462
33980,"Morehead City, NC",37031,"Carteret County, North Carolina",69070,463
24620,"Greeneville, TN",47059,"Greene County, Tennessee",68834,464
33500,"Minot, ND",38101,"Ward County, North Dakota",68812,465
34780,"Muskogee, OK",40101,"Muskogee County, Oklahoma",68736,466
35900,"North Wilkesboro, NC",37193,"Wilkes County, North Carolina",68469,467
29860,"Laurel, MS",28067,"Jones County, Mississippi",68352,468
37020,"Owosso, MI",26155,"Shiawassee County, Michigan",68340,469
48540,"Wheeling, WV-OH",39013,"Belmont County, Ohio",68024,470
17220,"Clarksburg, WV",54033,"Harrison County, West Virginia",67908,471
27600,"Jefferson, GA",13157,"Jackson County, Georgia",67885,472
25740,"Helena, MT",30049,"Lewis and Clark County, Montana",67805,473
16060,"Carbondale-Marion, IL",17199,"Williamson County, Illinois",67102,474
28900,"Klamath Falls, OR",41035,"Klamath County, Oregon",66921,475
31860,"Mankato-North Mankato, MN",27013,"Blue Earth County, Minnesota",66795,476
32100,"Marquette, MI",26103,"Marquette County, Michigan",66686,477
22100,"Farmington, MO",29187,"St. Francois County, Missouri",66643,478
22580,"Forest City, NC",37161,"Rutherford County, North Carolina",66599,479
32220,"Marshall, TX",48203,"Harrison County, Texas",66580,480
31980,"Marion, IN",18053,"Grant County, Indiana",66452,481
48260,"Weirton-Steubenville, WV-OH",39081,"Jefferson County, Ohio",66371,482
39980,"Richmond, IN",18177,"Wayne County, Indiana",66342,483
22060,"Faribault-Northfield, MN",27131,"Rice County, Minnesota",66185,484
10460,"Alamogordo, NM",35035,"Otero County, New Mexico",66137,485
39500,"Quincy, IL-MO",17001,"Adams County, Illinois",66085,486
11900,"Athens, OH",39009,"Athens County, Ohio",65917,487
14100,"Bloomsburg-Berwick, PA",42037,"Columbia County, Pennsylvania",65715,488
34860,"Nacogdoches, TX",48347,"Nacogdoches County, Texas",65339,489
32020,"Marion, OH",39101,"Marion County, Ohio",65299,490
37140,"Paducah, KY-IL",21145,"McCracken County, Kentucky",65268,491
40740,"Roswell, NM",35005,"Chaves County, New Mexico",65144,492
43700,"Somerset, KY",21199,"Pulaski County, Kentucky",64350,493
26960,"Ionia, MI",26067,"Ionia County, Michigan",64300,494
24020,"Glens Falls, NY",36113,"Warren County, New York",64276,495
14660,"Brainerd, MN",27035,"Crow Wing County, Minnesota",64217,496
17340,"Clearlake, CA",06033,"Lake County, California",64195,497
34100,"Morristown, TN",47063,"Hamblen County, Tennessee",64132,498
40100,"Rio Grande City, TX",48427,"Starr County, Texas",64078,499
12660,"Baraboo, WI",55111,"Sauk County, Wisconsin",63922,500
39780,"Red Bluff, CA",06103,"Tehama County, California",63912,501
43220,"Shelton, WA",53045,"Mason County, Washington",63804,502
40780,"Russellville, AR",05115,"Pope County, Arkansas",63761,503
18300,"Coos Bay, OR",41011,"Coos County, Oregon",63686,504
26740,"Hutchinson, KS",20155,"Reno County, Kansas",62765,505
23860,"Georgetown, SC",45043,"Georgetown County, South Carolina",61952,506
21420,"Enid, OK",40047,"Garfield County, Oklahoma",61898,507
10620,"Albemarle, NC",37167,"Stanly County, North Carolina",61588,508
34540,"Mount Vernon, OH",39083,"Knox County, Ohio",61481,509
25980,"Hinesville, GA",13179,"Liberty County, Georgia",61349,510
24260,"Grand Island, NE",31079,"Hall County, Nebraska",61265,511
19260,"Danville, VA",51143,"Pittsylvania County, Virginia",61256,512
42380,"Sayre, PA",42015,"Bradford County, Pennsylvania",60963,513
29060,"Laconia, NH",33001,"Belknap County, New Hampshire",60887,514
44780,"Sturgis, MI",26149,"St. Joseph County, Michigan",60836,515
41820,"Sanford, NC",37105,"Lee County, North Carolina",60481,516
31930,"Marietta, OH",39167,"Washington County, Ohio",60426,517
26460,"Hudson, NY",36021,"Columbia County, New York",60371,518
47460,"Walla Walla, WA",53071,"Walla Walla County, Washington",60365,519
30940,"London, KY",21125,"Laurel County, Kentucky",60357,520
36580,"Oneonta, NY",36077,"Otsego County, New York",59972,521
14140,"Bluefield, WV-VA",54055,"Mercer County, West Virginia",59919,522
13720,"Big Stone Gap, VA",21195,"Pike County, Kentucky",59497,523
37080,"Oxford, NC",37077,"Granville County, North Carolina",59328,524
18900,"Crossville, TN",47035,"Cumberland County, Tennessee",59216,525
18060,"Columbus, MS",28087,"Lowndes County, Mississippi",59150,526
24060,"Glenwood Springs, CO",08045,"Garfield County, Colorado",59055,527
23380,"Fremont, OH",39143,"Sandusky County, Ohio",59029,528
40860,"Rutland, VT",50021,"Rutland County, Vermont",58892,529
12740,"Barre, VT",50023,"Washington County, Vermont",58350,530
35940,"Norwalk, OH",39077,"Huron County, Ohio",58339,531
22260,"Fergus Falls, MN",27111,"Otter Tail County, Minnesota",58195,532
20580,"Eagle Pass, TX",48323,"Maverick County, Texas",58174,533
37300,"Palestine, TX",48001,"Anderson County, Texas",57810,534
12860,"Batavia, NY",36037,"Genesee County, New York",57808,535
16100,"Carlsbad-Artesia, NM",35015,"Eddy County, New Mexico",57732,536
15660,"Calhoun, GA",13129,"Gordon County, Georgia",57202,537
23500,"Gaffney, SC",45021,"Cherokee County, South Carolina",56895,538
28820,"Kinston, NC",37107,"Lenoir County, North Carolina",56756,539
21900,"Fairmont, WV",54049,"Marion County, West Virginia",56355,540
44580,"Sterling, IL",17195,"Whiteside County, Illinois",56016,541
20420,"Durango, CO",08067,"La Plata County, Colorado",55617,542
45660,"Tiffin, OH",39147,"Seneca County, Ohio",55351,543
38100,"Picayune, MS",28109,"Pearl River County, Mississippi",55219,544
46100,"Tullahoma-Manchester, TN",47031,"Coffee County, Tennessee",55209,545
14700,"Branson, MO",29213,"Taney County, Missouri",55114,546
14380,"Boone, NC",37189,"Watauga County, North Carolina",54925,547
16180,"Carson City, NV",32510,"Carson City, Nevada",54773,548
41460,"Salina, KS",20169,"Saline County, Kansas",54701,549
20780,"Edwards, CO",08037,"Eagle County, Colorado",54681,550
22280,"Fernley, NV",32019,"Lyon County, Nevada",54380,551
43760,"Sonora, CA",06109,"Tuolumne County, California",54045,552
47660,"Warrensburg, MO",29101,"Johnson County, Missouri",53682,553
24100,"Gloversville, NY",36035,"Fulton County, New York",53646,554
37060,"Oxford, MS",28071,"Lafayette County, Mississippi",53590,555
37740,"Payson, AZ",04007,"Gila County, Arizona",53546,556
11740,"Ashland, OH",39005,"Ashland County, Ohio",53536,557
41220,"St. Marys, GA",13039,"Camden County, Georgia",53231,558
11940,"Athens, TN",47107,"McMinn County, Tennessee",53053,559
10380,"Aguadilla-Isabela, PR",72005,"Aguadilla Municipio, Puerto Rico",52803,560
22780,"Fort Leonard Wood, MO",29169,"Pulaski County, Missouri",52425,561
21220,"Elko, NV",32007,"Elko County, Nevada",52297,562
27380,"Jacksonville, TX",48073,"Cherokee County, Texas",52118,563
12780,"Bartlesville, OK",40147,"Washington County, Oklahoma",51886,564
42460,"Scottsboro, AL",01071,"Jackson County, Alabama",51852,565
28500,"Kerrville, TX",48265,"Kerr County, Texas",51843,566
36340,"Oil City, PA",42121,"Venango County, Pennsylvania",51818,567
38420,"Platteville, WI",55043,"Grant County, Wisconsin",51733,568
21460,"Enterprise, AL",01031,"Coffee County, Alabama",51662,569
24820,"Greenville, OH",39037,"Darke County, Ohio",51513,570
16660,"Charleston-Mattoon, IL",17029,"Coles County, Illinois",51353,571
32300,"Martinsville, VA",51089,"Henry County, Virginia",51308,572
43020,"Shawano, WI",55135,"Waupaca County, Wisconsin",51245,573
16260,"Cedar City, UT",49021,"Iron County, Utah",51213,574
40260,"Roanoke Rapids, NC",37083,"Halifax County, North Carolina",51190,575
40300,"Rochelle, IL",17141,"Ogle County, Illinois",51025,576
34020,"Morgan City, LA",22101,"St. Mary Parish, Louisiana",50968,577
49100,"Winona, MN",27169,"Winona County, Minnesota",50725,578
23180,"Frankfort, KY",21073,"Franklin County, Kentucky",50529,579
23660,"Galesburg, IL",17095,"Knox County, Illinois",50508,580
31660,"Malone, NY",36033,"Franklin County, New York",50477,581
17580,"Clovis, NM",35009,"Curry County, New Mexico",49732,582
22860,"Fort Polk South, LA",22115,"Vernon Parish, Louisiana",49646,583
37580,"Paris, TX",48277,"Lamar County, Texas",49611,584
44260,"Starkville, MS",28105,"Oktibbeha County, Mississippi",49512,585
11220,"Amsterdam, NY",36057,"Montgomery County, New York",49302,586
37120,"Ozark, AL",01045,"Dale County, Alabama",49277,587
39420,"Pullman, WA",53075,"Whitman County, Washington",49231,588
46460,"Union City, TN-KY",47053,"Gibson County, Tennessee",49228,589
28260,"Kearney, NE",31019,"Buffalo County, Nebraska",49209,590
18620,"Corsicana, TX",48349,"Navarro County, Texas",48995,591
19620,"Del Rio, TX",48465,"Val Verde County, Texas",48969,592
43380,"Sidney, OH",39149,"Shelby County, Ohio",48749,593
45140,"Tahlequah, OK",40021,"Cherokee County, Oklahoma",48664,594
35440,"Newport, OR",41041,"Lincoln County, Oregon",48547,595
41900,"San Germán, PR",72023,"Cabo Rojo Municipio, Puerto Rico",48487,596
11620,"Ardmore, OK",40019,"Carter County, Oklahoma",48319,597
43180,"Shelbyville, TN",47003,"Bedford County, Tennessee",48292,598
35220,"New Castle, IN",18065,"Henry County, Indiana",48255,599
23820,"Gardnerville Ranchos, NV",32005,"Douglas County, Nevada",48132,600
18660,"Cortland, NY",36023,"Cortland County, New York",47865,601
28340,"Kendallville, IN",18113,"Noble County, Indiana",47506,602
23940,"Gillette, WY",56005,"Campbell County, Wyoming",47409,603
20140,"Dublin, GA",13175,"Laurens County, Georgia",47405,604
15860,"Cañon City, CO",08043,"Fremont County, Colorado",47321,605
40820,"Ruston, LA",22061,"Lincoln Parish, Louisiana",47246,606
47820,"Washington, NC",37013,"Beaufort County, North Carolina",47168,607
17540,"Clinton, IA",19045,"Clinton County, Iowa",46909,608
46980,"Vicksburg, MS",28149,"Warren County, Mississippi",46519,609
35700,"Nogales, AZ",04023,"Santa Cruz County, Arizona",46480,610
38500,"Plymouth, IN",18099,"Marshall County, Indiana",46461,611
20460,"Durant, OK",40013,"Bryan County, Oklahoma",46457,612
14220,"Bogalusa, LA",22117,"Washington Parish, Louisiana",46435,613
13420,"Bemidji, MN",27007,"Beltrami County, Minnesota",46403,614
30380,"Lewistown, PA",42087,"Mifflin County, Pennsylvania",46276,615
39860,"Red Wing, MN",27049,"Goodhue County, Minnesota",46246,616
24740,"Greenville, MS",28151,"Washington County, Mississippi",46057,617
40460,"Rockingham, NC",45025,"Chesterfield County, South Carolina",45953,618
21260,"Ellensburg, WA",53037,"Kittitas County, Washington",45897,619
13940,"Blackfoot, ID",16011,"Bingham County, Idaho",45839,620
25880,"Hillsdale, MI",26059,"Hillsdale County, Michigan",45757,621
47540,"Wapakoneta, OH",39011,"Auglaize County, Ohio",45729,622
12680,"Bardstown, KY",21179,"Nelson County, Kentucky",45650,623
13260,"Bedford, IN",18093,"Lawrence County, Indiana",45548,624
34220,"Moultrie, GA",13071,"Colquitt County, Georgia",45486,625
26500,"Huntingdon, PA",42061,"Huntingdon County, Pennsylvania",45369,626
31580,"Madisonville, KY",21107,"Hopkins County, Kentucky",45331,627
13340,"Bellefontaine, OH",39091,"Logan County, Ohio",45316,628
32860,"Menomonie, WI",55005,"Barron County, Wisconsin",45229,629
32000,"Marion, NC",37111,"McDowell County, North Carolina",45227,630
24330,"Grand Rapids, MN",27061,"Itasca County, Minnesota",45141,631
30260,"Lewisburg, PA",42119,"Union County, Pennsylvania",45111,632.5
33300,"Milledgeville, GA",13009,"Baldwin County, Georgia",45111,632.5
23300,"Freeport, IL",17177,"Stephenson County, Illinois",45093,634
37500,"Paragould, AR",05055,"Greene County, Arkansas",44937,635
40620,"Rolla, MO",29161,"Phelps County, Missouri",44630,636.5
45620,"Thomasville, GA",13275,"Thomas County, Georgia",44630,636.5
18460,"Cornelia, GA",13137,"Habersham County, Georgia",44626,638
25780,"Henderson, NC",37181,"Vance County, North Carolina",44479,639
38620,"Ponca City, OK",40071,"Kay County, Oklahoma",44402,640
37220,"Pahrump, NV",32023,"Nye County, Nevada",44380,641
44860,"Sulphur Springs, TX",48499,"Wood County, Texas",44366,642
32540,"McAlester, OK",40121,"Pittsburg County, Oklahoma",44146,643
42980,"Seymour, IN",18071,"Jackson County, Indiana",44025,644
23980,"Glasgow, KY",21009,"Barren County, Kentucky",43884,645
20340,"Duncan, OK",40137,"Stephens County, Oklahoma",43647,646
41760,"Sandpoint, ID",16017,"Bonner County, Idaho",43611,647
40540,"Rock Springs, WY",56037,"Sweetwater County, Wyoming",43521,648
17740,"Coldwater, MI",26023,"Branch County, Michigan",43513,649
29980,"Lawrenceburg, TN",47099,"Lawrence County, Tennessee",43390,650
13660,"Big Rapids, MI",26107,"Mecosta County, Michigan",43251,651
20060,"Douglas, GA",13069,"Coffee County, Georgia",43021,652
47920,"Washington Court House, OH",39071,"Highland County, Ohio",43016,653
19000,"Cullowhee, NC",37099,"Jackson County, North Carolina",42938,654
12140,"Auburn, IN",18033,"DeKalb County, Indiana",42927,655
34700,"Muscatine, IA",19139,"Muscatine County, Iowa",42889,656
48820,"Willmar, MN",27067,"Kandiyohi County, Minnesota",42841,657
32380,"Mason City, IA",19033,"Cerro Gordo County, Iowa",42834,658
38740,"Poplar Bluff, MO",29023,"Butler County, Missouri",42656,659
27540,"Jasper, IN",18037,"Dubois County, Indiana",42543,660
42740,"Sedalia, MO",29159,"Pettis County, Missouri",42355,661
14180,"Blytheville, AR",05093,"Mississippi County, Arkansas",42126,662
48940,"Wilmington, OH",39027,"Clinton County, Ohio",41957,663
16340,"Cedartown, GA",13233,"Polk County, Georgia",41908,664
44500,"Stephenville, TX",48143,"Erath County, Texas",41841,665
15340,"Bucyrus, OH",39033,"Crawford County, Ohio",41821,666
33940,"Montrose, CO",08085,"Montrose County, Colorado",41686,667
20900,"El Campo, TX",48481,"Wharton County, Texas",41577,668
34260,"Mountain Home, AR",05005,"Baxter County, Arkansas",41427,669
14620,"Bradford, PA",42083,"McKean County, Pennsylvania",41401,670
36380,"Okeechobee, FL",12093,"Okeechobee County, Florida",41144,671
44920,"Summit Park, UT",49043,"Summit County, Utah",41103,672
10860,"Alice, TX",48249,"Jim Wells County, Texas",40972,673
10940,"Alma, MI",26057,"Gratiot County, Michigan",40916,674
25020,"Guayama, PR",72057,"Guayama Municipio, Puerto Rico",40889,675
16380,"Celina, OH",39107,"Mercer County, Ohio",40884,676
17500,"Clewiston, FL",12051,"Hendry County, Florida",40732,677
32660,"McMinnville, TN",47177,"Warren County, Tennessee",40702,678
35020,"Natchez, MS-LA",22009,"Avoyelles Parish, Louisiana",40669,679
38840,"Port Clinton, OH",39123,"Ottawa County, Ohio",40632,680
10760,"Alexander City, AL",01123,"Tallapoosa County, Alabama",40541,681.5
45700,"Tifton, GA",13277,"Tift County, Georgia",40541,681.5
42780,"Selinsgrove, PA",42109,"Snyder County, Pennsylvania",40483,683
31940,"Marinette, WI-MI",55075,"Marinette County, Wisconsin",40391,684
30300,"Lewiston, ID-WA",16069,"Nez Perce County, Idaho",40217,685
48460,"West Plains, MO",29091,"Howell County, Missouri",40104,686
23620,"Gainesville, TX",48097,"Cooke County, Texas",40041,687
32260,"Marshalltown, IA",19127,"Marshall County, Iowa",39964,688
40180,"Riverton, WY",56013,"Fremont County, Wyoming",39812,689
12380,"Austin, MN",27099,"Mower County, Minnesota",39807,690
NA,NA,23013,"Knox County, Maine",39759,691
47620,"Warren, PA",42123,"Warren County, Pennsylvania",39756,692
32620,"McComb, MS",28113,"Pike County, Mississippi",39532,693
21020,"Elizabeth City, NC",37139,"Pasquotank County, North Carolina",39514,694
34140,"Moscow, ID",16057,"Latah County, Idaho",39505,695
20980,"El Dorado, AR",05139,"Union County, Arkansas",39449,696
15460,"Burlington, IA-IL",19057,"Des Moines County, Iowa",39386,697
21580,"Española, NM",35039,"Rio Arriba County, New Mexico",39159,698
42820,"Selma, AL",01047,"Dallas County, Alabama",39149,699
15740,"Cambridge, OH",39059,"Guernsey County, Ohio",39111,700
11820,"Astoria, OR",41007,"Clatsop County, Oregon",39102,701
39940,"Rexburg, ID",16065,"Madison County, Idaho",39100,702
38260,"Pittsburg, KS",20037,"Crawford County, Kansas",38968,703
34500,"Mount Vernon, IL",17055,"Franklin County, Illinois",38923,704
10100,"Aberdeen, SD",46013,"Brown County, South Dakota",38915,705.5
30820,"Lock Haven, PA",42035,"Clinton County, Pennsylvania",38915,705.5
17620,"Coamo, PR",72043,"Coamo Municipio, Puerto Rico",38906,707
46500,"Urbana, OH",39021,"Champaign County, Ohio",38845,708
34660,"Murray, KY",21035,"Calloway County, Kentucky",38837,709
35060,"Natchitoches, LA",22069,"Natchitoches Parish, Louisiana",38769,710
43460,"Sikeston, MO",29201,"Scott County, Missouri",38633,711
29660,"Laramie, WY",56001,"Albany County, Wyoming",38390,712
10220,"Ada, OK",40123,"Pontotoc County, Oklahoma",38355,713
18820,"Crawfordsville, IN",18107,"Montgomery County, Indiana",38287,714
35140,"Newberry, SC",45071,"Newberry County, South Carolina",38194,715
19580,"Defiance, OH",39039,"Defiance County, Ohio",38160,716
30900,"Logansport, IN",18017,"Cass County, Indiana",37880,717
15220,"Brownwood, TX",48049,"Brown County, Texas",37855,718
16460,"Centralia, IL",17121,"Marion County, Illinois",37743,719
42300,"Sault Ste. Marie, MI",26033,"Chippewa County, Michigan",37629,720
10820,"Alexandria, MN",27041,"Douglas County, Minnesota",37513,721
12900,"Batesville, AR",05063,"Independence County, Arkansas",37427,722
20540,"Dyersburg, TN",47045,"Dyer County, Tennessee",37416,723
25460,"Harrison, AR",05009,"Boone County, Arkansas",37331,724
32460,"Mayfield, KY",21083,"Graves County, Kentucky",37248,725
20660,"Easton, MD",24041,"Talbot County, Maryland",37167,726
18420,"Corinth, MS",28003,"Alcorn County, Mississippi",37090,727
47180,"Vincennes, IN",18083,"Knox County, Indiana",37065,728
12120,"Atmore, AL",01053,"Escambia County, Alabama",37057,729
19760,"DeRidder, LA",22011,"Beauregard Parish, Louisiana",37043,730
35500,"Newton, IA",19099,"Jasper County, Iowa",36971,731
11580,"Arcadia, FL",12027,"DeSoto County, Florida",36903,732
13060,"Bay City, TX",48321,"Matagorda County, Texas",36774,733
23780,"Garden City, KS",20055,"Finney County, Kansas",36750,734
36940,"Owatonna, MN",27147,"Steele County, Minnesota",36683,735
23340,"Fremont, NE",31053,"Dodge County, Nebraska",36665,736
18740,"Coshocton, OH",39031,"Coshocton County, Ohio",36585,737
22700,"Fort Dodge, IA",19187,"Webster County, Iowa",36545,738
26540,"Huntington, IN",18069,"Huntington County, Indiana",36359,739
13700,"Big Spring, TX",48227,"Howard County, Texas",36349,740
28620,"Kill Devil Hills, NC",37055,"Dare County, North Carolina",36222,741
46860,"Vernal, UT",49047,"Uintah County, Utah",36084,742
42420,"Scottsbluff, NE",31157,"Scotts Bluff County, Nebraska",36074,743
26340,"Houghton, MI",26061,"Houghton County, Michigan",36070,744
38700,"Pontiac, IL",17105,"Livingston County, Illinois",36040,745
21540,"Escanaba, MI",26041,"Delta County, Michigan",36026,746
26780,"Hutchinson, MN",27085,"McLeod County, Minnesota",35832,747
37940,"Peru, IN",18103,"Miami County, Indiana",35815,748
13540,"Bennington, VT",50003,"Bennington County, Vermont",35746,749
48180,"Waycross, GA",13299,"Ware County, Georgia",35593,750
35460,"Newport, TN",47029,"Cocke County, Tennessee",35552,751
30060,"Lebanon, MO",29105,"Laclede County, Missouri",35531,752
32980,"Merrill, WI",55085,"Oneida County, Wisconsin",35381,753
19540,"Decatur, IN",18001,"Adams County, Indiana",35376,754
11680,"Arkansas City-Winfield, KS",20035,"Cowley County, Kansas",35351,755
35820,"North Platte, NE",31111,"Lincoln County, Nebraska",35263,756
48780,"Williston, ND",38105,"Williams County, North Dakota",35208,757
14780,"Brenham, TX",48477,"Washington County, Texas",35163,758
36900,"Ottumwa, IA",19179,"Wapello County, Iowa",35141,759
15900,"Canton, IL",17057,"Fulton County, Illinois",35092,760
35740,"Norfolk, NE",31119,"Madison County, Nebraska",35080,761
29900,"Laurinburg, NC",37165,"Scotland County, North Carolina",35076,762
15580,"Butte-Silver Bow, MT",30093,"Silver Bow County, Montana",34770,763
15100,"Brookings, SD",46011,"Brookings County, South Dakota",34601,764
14300,"Bonham, TX",48147,"Fannin County, Texas",34537,765
11420,"Angola, IN",18151,"Steuben County, Indiana",34453,766
42900,"Seneca Falls, NY",36099,"Seneca County, New York",34390,767
19940,"Dixon, IL",17103,"Lee County, Illinois",34389,768
15020,"Brookhaven, MS",28085,"Lincoln County, Mississippi",34320,769
27300,"Jacksonville, IL",17137,"Morgan County, Illinois",34247,770
22800,"Fort Madison-Keokuk, IA-IL-MO",19111,"Lee County, Iowa",34227,771
19980,"Dodge City, KS",20057,"Ford County, Kansas",34179,772
20820,"Effingham, IL",17049,"Effingham County, Illinois",34137,773
27920,"Junction City, KS",20061,"Geary County, Kansas",34025,774
38380,"Plainview, TX",48189,"Hale County, Texas",33826,775
14820,"Brevard, NC",37175,"Transylvania County, North Carolina",33775,776
46740,"Valley, AL",01017,"Chambers County, Alabama",33660,777
31680,"Malvern, AR",05059,"Hot Spring County, Arkansas",33597,778
32280,"Martin, TN",47183,"Weakley County, Tennessee",33510,779
45980,"Troy, AL",01109,"Pike County, Alabama",33333,780
15620,"Cadillac, MI",26165,"Wexford County, Michigan",33256,781
21380,"Emporia, KS",20111,"Lyon County, Kansas",33251,782
18100,"Columbus, NE",31141,"Platte County, Nebraska",33174,783
37800,"Pella, IA",19125,"Marion County, Iowa",33172,784
30880,"Logan, WV",54045,"Logan County, West Virginia",33154,785
47780,"Washington, IN",18027,"Daviess County, Indiana",33120,786
30280,"Lewisburg, TN",47117,"Marshall County, Tennessee",32965,787
45380,"Taylorville, IL",17021,"Christian County, Illinois",32931,788
45340,"Taos, NM",35055,"Taos County, New Mexico",32786,789
19420,"Dayton, TN",47143,"Rhea County, Tennessee",32719,790
34420,"Mount Pleasant, TX",48449,"Titus County, Texas",32640,791
